0,1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/401_hw.png,a3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/812_hw.png,Bd6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/948.png,Rge6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/525.png,Bc6+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/915.png,Qa3+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2641.png,Nge4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/970.png,Kxe2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/152.png,Rh7+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/717_hw.png,Qb4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2494.png,cxd5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/218.png,b5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/314_hw.png,h5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1471.png,Kxg2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/824.png,Rc5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2053.png,g8=B
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1478.png,Qxe4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/121.png,Qd3+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2591.png,Rxa3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2961.png,Nf7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/250.png,Bf4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/99.png,axb4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1949.png,Re5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/31.png,Be7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2317.png,d3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2678.png,Bc5+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2609.png,Qdxd5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2499.png,Qf5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1172.png,Nxe5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1974.png,Bh8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/629_hw.png,Nb7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2247.png,f4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/760.png,Rxd8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/545_hw.png,Nxd4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/204.png,Rc1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1254.png,Bf7+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1593.png,Rg6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1916.png,Ke6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/484.png,d3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1962.png,Rh1+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/595_hw.png,h4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2196.png,Nc1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/396.png,Rxg7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/90_hw.png,Qd2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2142.png,Qxd2+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1740.png,Kxe2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2752.png,Qd3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2379.png,N8xf6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/582.png,Rc8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1590.png,Nf4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1898.png,Ba3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1772.png,Bg8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2544.png,Rb7+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/877_hw.png,Bd3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2131.png,c6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/51.png,Rxe8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2245.png,Kxf4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1303.png,c5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/397.png,Kd2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2107.png,Kd3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2688.png,Rxb4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2194.png,e5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2434.png,Ne5+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2202.png,Kg3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1219.png,Rd4+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1787.png,Qd7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/392.png,Qxh7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/562_hw.png,f4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/689_hw.png,Qb4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2023.png,Ra6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2128.png,Rg5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1835.png,Qd4+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/323.png,O-O
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2822.png,Rxg5+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2399.png,Qf4+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/432_hw.png,f4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/420_hw.png,Kb1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2575.png,Nxc7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1773.png,a1=B
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/450.png,Kc7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2211.png,Rh1+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/177.png,Qh3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/510.png,Bxb4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2613.png,Qd2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1184.png,Rhh7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2215.png,g5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1589.png,Bh7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/72.png,bxa4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1682.png,gxf5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2583.png,Kg4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2359.png,exf4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1310.png,Bxd4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2471.png,Rg1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/166_hw.png,Nxd4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2271.png,Rd4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/194.png,Kc3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/522.png,Ned5+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2676.png,Rb4+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1032.png,Qd3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1141.png,Ne3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1218.png,Be2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1784.png,Rb2+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/96.png,Qxa5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2838.png,Nc2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1779.png,Kh3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1000.png,Rh5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1582.png,Kd2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/875.png,Nxh5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1680.png,e1=R+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2123.png,Rc7+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1178.png,Kd5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/15_hw.png,Nb6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2527.png,Na4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/993.png,Rf5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/146.png,Kb1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2859.png,Rxb7+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/7.png,Na4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1274.png,Re4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/683.png,Bb5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/255.png,Qd6+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/65.png,Bh7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1707.png,cxd6+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2097.png,Bb1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1446.png,f4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/671.png,Nc4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/432.png,Ne2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1140.png,Qb8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2779.png,Nc4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/118.png,Qxc2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2690.png,Re1+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1487.png,Nd7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2204.png,Qxf5+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1115.png,Qc6+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2892.png,Qh3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1030.png,Bb5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/802.png,Kc6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1731.png,Rb1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1102.png,Rf3+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2385.png,Qxf7+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1632.png,Qxg6+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1067.png,Rxh2+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1368.png,Re8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2562.png,Nb6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1529.png,Nh3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2164.png,Rf1+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/610.png,Nb5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1203.png,Ke7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2006.png,Bh5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2377.png,Nh4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1445.png,Rxh3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2250.png,Ka2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2630.png,Rxd5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/949_hw.png,Qc7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2780.png,Ba5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/475.png,Rb4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2552.png,Rh2+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1904.png,Rb8+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1414.png,Rfg6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2089.png,Bfg7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2403.png,Kxg8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/701.png,Rh5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/315_hw.png,Na2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2744.png,dxe4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/505_hw.png,a6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2925.png,Kxe5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/236.png,Nd5+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/45.png,Bf1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1279.png,Nh6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2390.png,d1=N
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2709.png,Rd1+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1970.png,Bxd3+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1171.png,Nxc5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/614.png,Nxh3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1248.png,Rg1+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2008.png,Kh1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/980.png,Bc6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1025.png,Nh3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/133_hw.png,b4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2028.png,Qg1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2486.png,Rxe3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/389.png,Ne2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2775.png,Nge5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1917.png,h3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/616.png,Rd8+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/387.png,Bf5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1862.png,Qxh6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/338.png,Qxf8+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/576.png,Nxg5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/225.png,Be4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2659.png,Kf1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1908.png,Bd1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2801.png,Bd6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2947.png,Kxe1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1306.png,Re6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1426.png,Ba7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/286.png,Kd4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2400.png,Rc1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1189.png,Kb6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2579.png,Bd1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1236.png,Bh5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2814.png,Bg1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2569.png,Qxf3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2888.png,Bg2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2014.png,Rxe7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1232.png,Rh6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1945.png,Rf1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1858.png,Bb2+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2510.png,Bg7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/558_hw.png,d4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1252.png,Nxb4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1515.png,Qb2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/882.png,exf5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/580_hw.png,Na2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/674_hw.png,h4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1462.png,h1=Q
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2146.png,dxe3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/230_hw.png,Qf3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1179.png,Ra4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/333.png,Nf4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/8_hw.png,Kb1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/477_hw.png,Nf3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1064.png,Rxc8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1074.png,Re6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2697.png,Kb7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1014.png,c5+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/989_hw.png,d6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1777.png,gxf4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1259.png,Rh1+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1921.png,Rh1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/469.png,Qxe6+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1257.png,Nxh5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/633.png,Qc2+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/32.png,Ra8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/975_hw.png,Qb6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2880.png,Nxh4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/602.png,Nde2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/190_hw.png,h6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1451.png,Bh7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1285.png,Bxe4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2594.png,Bh1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1481.png,Nc3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2395.png,Kb5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2663.png,Nd6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/17.png,Ka5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1559.png,Bg4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/621.png,Rc8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1877.png,Bg4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/4.png,Qc3+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1127.png,Ne7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/377.png,Rfa6+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/350.png,b2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/419.png,Rg5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2910.png,Nc3+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2213.png,b6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2772.png,Qg7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/870.png,Re3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/10.png,Qc7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/617.png,Kb3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1428.png,Rxe4+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2861.png,Bf3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1812.png,a1=B
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/765.png,Qc4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/933.png,cxd5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/567.png,b3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2718.png,Rh3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/816.png,Qgxa1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/201_hw.png,c4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/728.png,Ne7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2293.png,b4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/789_hw.png,h5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/30.png,Bf8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/187.png,Bxd2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/421.png,Rxa3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1325.png,g3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/641.png,Qxe7+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2447.png,Rd7+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2382.png,Kxf8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/592_hw.png,Nxd4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/832.png,Bxh5+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1776.png,Bc2+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1342.png,Be2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/839.png,Kxe6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1681.png,Rxf4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/255_hw.png,Na2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/953.png,exf4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/692_hw.png,Ng4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/185_hw.png,Qa4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/114.png,Kg6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2470.png,Bxc5
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/13_hw.png,Bb7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/534_hw.png,Qa4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/619_hw.png,Qf3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2336.png,Qec3
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/743.png,Rfb1
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1333.png,Ng7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/810_hw.png,Qxg4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/363_hw.png,Rb8
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/753.png,Rd2+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1011.png,Na4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/695.png,Nxb4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1775.png,Nh6+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/561_hw.png,Nxd4
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2758.png,a6
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1311.png,Nh7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1735.png,Ne8+
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2602.png,Ra7
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/1531.png,Bb2
/Users/luna/PycharmProjects/ml-project-2-apa-main/training_data/2136.png,Be2
